5683,825
5904,895
5143,799
5810,846
5626,824
5146,733
5879,973
5026,697
5194,207
5304,722
5243,438
5499,338
5574,229
5387,362
5965,921
5352,340
5839,356
5322,375
5713,355
5841,338
5431,699
5287,444
5130,495
5301,431
5951,47
5596,508
5041,599
5733,881
5593,496
5843,875
5841,909
5530,853
5985,620
5381,124
5397,581
5879,398
5292,943
5901,83
5406,274
5907,411
5936,87
5066,316
5815,50
5140,805
5343,176
5579,716
5921,447
5225,553
5438,489
5565,668
5577,794
5394,529
5947,222
5037,1000
5896,721
5953,924
5507,384
5852,170
5152,67
5113,457
5482,15
5233,966
5837,499
5917,835
5178,436
5408,584
5213,277
5274,274
5522,845
5755,862
5810,729
5864,312
5911,624
5377,789
5109,919
5930,730
5416,917
5376,584
5000,739
5750,846
5329,561
5314,769
5817,595
5408,629
5467,60
5533,427
5181,136
5047,970
5967,990
5140,291
5267,853
5147,407
5858,115
5405,772
5740,845
5958,896
5492,579
5883,721
5765,922
5988,791
5002,322
5337,375
5995,492
5090,886
5232,344
5273,914
5177,977
5741,103
5019,924
5016,756
5798,370
5268,879
5736,948
5096,605
5432,863
5590,44
5828,504
5726,681
5972,160
5506,930
5626,151
5622,539
5833,733
5355,823
5572,981
5096,42
5926,199
5874,639
5643,184
5541,785
5956,722
5642,596
5192,138
5852,952
5531,12
5651,313
5622,147
6000,454
5229,329
5625,63
5813,506
5354,845
5327,194
5911,91
5990,599
5816,70
5346,700
5754,70
5661,389
5793,682
5291,325
5150,581
5091,89
5170,749
5942,926
5751,323
5157,574
5594,945
5040,393
5992,386
5865,6
5022,284
5883,812
5429,729
5893,953
5864,443
5959,478
5483,36
5618,305
5747,246
5175,416
5003,629
5540,458
5874,628
5405,907
5422,988
5140,732
5415,665
5354,517
5580,847
5128,277
5069,972
5818,429
5838,347
5379,780
5248,159
5235,543
5958,639
5238,923
5397,900
5888,8
5201,321
5639,953
5017,594
5491,343
5461,575
5817,606
5200,220
5548,338
5707,881
5056,818
5152,235
5981,483
5013,79
5775,677
5242,598
5835,298
5949,849
5737,20
5071,547
5792,258
5046,757
5930,853
5646,496
5330,107
5245,655
5959,134
5364,48
5046,578
5678,512
5208,830
5651,150
5566,80
5982,837
5134,292
5456,111
5008,259
5257,617
5405,368
5418,695
5783,723
5883,494
5511,101
5586,560
5633,868
5965,82
5874,31
5255,164
5797,787
5464,810
5213,319
5492,69
5686,217
5634,538
5426,643
5223,616
5701,861
5622,496
5446,276
5522,848
5913,774
5561,544
5711,187
5604,392
5585,516
5933,109
5743,140
5395,208
5741,672
5740,425
5913,779
5144,48
5384,17
5074,954
5359,936
5628,216
5881,247
5142,38
5189,975
5116,652
5290,723
5285,90
5027,571
5486,217
5344,716
5212,212
5987,868
5632,860
5316,140
5411,810
5802,350
5761,610
5144,22
5365,273
5956,8
5297,645
5905,536
5527,277
5312,239
5121,904
5798,943
5302,231
5272,43
5803,488
5693,103
5782,554
5074,982
5290,727
5442,655
5660,915
5467,409
5554,582
5927,79
5280,273
5577,837
5414,976
5754,625
5844,237
5725,120
5918,485
5352,150
5914,813
5057,390
5387,859
5617,142
5805,165
5855,394
5798,23
5674,202
5951,996
5880,471
5391,227
5535,559
5999,49
5109,877
5816,123
5651,76
5372,128
5954,414
5914,173
5830,588
5388,810
5121,352
5022,979
5312,834
5778,107
5522,917
5581,419
5193,532
5463,383
5825,802
5116,139
5729,448
5907,999
5238,885
5652,892
5773,417
5461,14
5594,689
5442,249
5237,116
5002,473
5454,716
5440,960
5721,642
5226,545
5082,286
5155,227
5896,168
5788,601
5588,772
5031,539
5986,615
5673,584
5216,446
5494,701
5132,386
5213,934
5919,314
5575,252
5811,480
5256,84
5921,417
5963,282
5206,753
5266,524
5306,556
5523,341
5098,666
5991,358
5440,136
5880,165
5623,744
5971,3
5198,136
5357,986
5469,30
5853,849
5404,46
5089,59
5084,738
5042,787
5917,661
5419,787
5729,430
5957,197
5935,999
5027,601
5195,245
5837,112
5705,227
5782,381
5907,423
5907,602
5694,851
5036,13
5231,237
5200,231
5834,416
5180,82
5242,865
5410,685
5902,77
5969,401
5391,917
5026,893
5530,612
5285,499
5187,202
5600,832
5307,751
5403,570
5787,407
5597,810
5240,106
5353,802
5682,127
5543,820
5413,121
5703,520
5454,811
5798,405
5100,947
5112,201
5068,662
5368,272
5434,177
5405,400
5952,112
5799,738
5297,622
5918,676
5064,532
5151,165
5638,249
5717,898
5737,838
5573,850
5498,161
5607,447
5828,348
5267,276
5480,41
5560,904
5470,651
5825,866
5342,469
5855,134
5504,754
5735,779
5644,896
5218,606
5489,974
5215,916
5009,774
5635,205
5284,242
5816,78
5972,117
5276,938
5237,677
5779,134
5616,809
5277,424
5609,216
5329,571
5537,240
5741,390
5530,947
5471,208
5145,417
5477,979
5626,6
5088,950
5806,674
5346,792
5902,588
5773,571
5310,400
5346,756
5704,534
5805,320
5025,454
5427,741
5856,850
5512,320
5108,990
5985,460
5005,645
5530,493
5094,726
5231,324
5368,480
5815,460
5779,591
5847,469
5268,383
5466,471
5575,719
5252,619
5255,144
5308,483
5156,780
5430,581
5426,493
5654,246
5191,674
5486,779
5311,784
5228,489
5993,820
5034,819
5216,418
5218,280
5424,428
5691,86
5004,189
5225,774
5044,609
5853,112
5718,761
5009,676
5767,738
5545,746
5388,284
5052,540
5528,315
5863,231
5330,205
5613,938
5817,48
5199,986
5023,500
5842,329
5497,750
5584,406
5332,339
5714,751
5316,876
5183,239
5329,39
5105,443
5805,230
5287,830
5502,454
5996,558
5005,76
5701,298
5314,597
5748,579
5837,255
5423,179
5757,954
5602,323
5686,456
5342,456
5350,377
5807,374
5417,981
5099,64
5823,611
5872,637
5559,313
5356,387
5201,944
5344,184
5304,756
5535,20
5286,694
5927,440
5612,813
5281,324
5812,608
5953,950
5345,977
5416,643
5160,809
5208,837
5716,938
5096,289
5947,575
5174,990
5015,418
5899,579
5070,957
5180,40
5064,91
5172,349
5806,43
5996,579
5008,375
5924,178
5010,454
5850,908
5142,535
5530,77
5810,665
5489,791
5062,536
5523,352
5906,550
5416,965
5448,903
5905,572
5903,18
5069,772
5908,695
5587,337
5084,740
5124,835
5791,332
5577,781
5608,621
5109,637
5331,329
5311,826
5671,82
5293,976
5103,682
5777,916
5791,1000
5780,471
5856,666
5848,217
5848,20
5325,210
5287,716
5794,541
5245,821
5433,280
5217,933
5990,380
5971,346
5240,788
5110,504
5040,298
5533,257
5332,42
5778,58
5232,68
5574,844
5759,199
5024,855
5701,665
5916,37
5896,75
5310,79
5420,77
5929,534
5032,984
5339,864
5598,634
5209,134
6000,201
5213,189
5633,992
5718,193
5114,78
5724,894
5710,792
5339,139
5893,494
5771,751
5645,190
5044,202
5555,987
5400,226
5314,646
5645,59
5502,381
5872,188
5318,641
5895,221
5809,550
5764,353
5419,997
5546,564
5858,713
5903,409
5501,180
5365,112
5514,401
5425,636
5856,319
5498,94
5850,793
5288,904
5531,943
5728,392
5562,81
5275,334
5568,674
5779,369
5154,765
5561,105
5240,960
5132,265
5139,766
5910,949
5269,613
5947,575
5748,634
5478,935
5536,886
5536,348
5972,822
5819,800
5388,660
5212,244
5892,229
5782,445
5241,113
5504,609
5556,99
5419,304
5039,960
5098,910
5868,62
5614,313
5230,376
5715,669
5592,208
5837,234
5574,627
5879,756
5747,709
5266,627
5271,271
5141,425
5494,154
5621,194
5132,706
5651,834
5540,324
5203,539
5014,296
5736,770
5764,748
5932,501
5866,119
5304,84
5022,896
5179,29
5145,890
5569,313
5832,774
5254,691
5460,407
5451,132
5731,269
5402,911
5818,979
5106,404
5587,183
5183,349
5576,533
5592,306
5165,361
5667,628
5130,602
5471,948
5046,646
5111,335
5942,218
5782,228
5546,126
5146,721
5906,136
5141,816
5135,400
5004,154
5535,813
5089,326
5511,139
5147,874
5130,9
5063,571
5179,383
5091,36
5834,896
5125,941
5982,919
5566,716
5368,447
5343,491
5168,604
5024,305
5692,609
5818,479
5084,265
5534,778
5157,381
5468,896
5985,56
5894,695
5465,133
5203,684
5423,219
5928,580
5254,894
5158,43
5991,179
5725,972
5224,812
5925,258
5121,60
5275,281
5533,484
5221,524
5885,279
5019,858
5833,314
5690,825
5470,522
5510,622
5436,722
5648,535
5822,340
5419,618
5827,377
5297,685
5856,278
5074,881
5847,413
5586,938
5126,979
5198,576
5227,242
5956,381
5186,558
5325,992
5820,384
5646,407
5579,93
5840,613
5192,976
5500,514
5954,841
5357,82
5111,949
5080,26
5247,191
5221,190
5054,709
5609,280
5356,376
5527,92
5371,513
5528,658
5511,20
5707,371
5428,810
5962,134
5233,815
5498,231
5926,210
5682,529
5536,477
5274,892
5284,376
5588,724
5768,119
5419,107
5103,907
5403,693
5080,598
5956,990
5908,380
5414,859
5033,860
5632,918
5573,310
5074,661
5846,112
5255,832
5589,523
5848,8
5209,707
5278,950
5577,898
5539,231
5623,729
5549,70
5385,277
5990,425
5807,849
5486,69
5882,982
5912,709
5616,87
5378,529
5327,730
5188,332
5198,248
5409,444
5939,50
5798,579
5084,903
5335,424
5744,745
5873,346
5326,754
5706,570
5956,232
5055,890
5823,122
5181,337
5387,525
5471,541
5693,150
5124,797
5812,91
5824,133
5720,644
5591,77
5055,699
5010,837
5251,847
5324,574
5066,384
5810,215
5504,637
5785,94
5051,797
5521,129
5833,821
5031,877
5902,509
5499,567
5000,42
5825,400
5227,383
5512,452
5519,622
5470,323
5840,953
5202,660
5170,542
5516,400
5104,541
5919,565
5032,616
5122,380
5360,441
5060,605
5572,653
5544,203
5262,740
5207,128
5422,669
5457,478
5138,872
5501,597
5996,715
5989,486
5028,945
5438,659
5687,509
5607,630
5437,263
5462,883
5098,567
5708,887
5135,123
5852,714
5721,705
5343,785
5982,589
5925,769
5943,727
5536,340
5709,873
5212,30
5269,908
5768,159
5518,771
5682,459
5028,215
5088,986
5434,862
5434,823
5263,949
5719,539
5593,921
5781,367
5636,712
5019,586
5372,498
5794,156
5438,473
5045,63
5302,730
5416,686
5402,712
5743,326
5764,412
5336,729
5971,852
5806,224
5408,451
5053,240
5411,656
5317,517
5357,786
5821,693
5121,555
5670,469
5037,637
5306,577
5605,498
5867,708
5073,539
5746,661
5722,815
5621,111
5779,707
5589,476
5692,746
5791,258
5278,231
6000,434
5568,585
5569,569
5212,228
5551,209
5446,319
5054,84
5452,900
5583,524
5859,721
5020,169
5610,653
5874,663
5898,373
5081,400
5614,402
5821,214
5642,599
5420,949
5059,540
5217,977
5995,928
5368,339
5076,755
5895,831
5687,654
5842,948
5081,2
5348,851
5561,363
5300,830
5112,271
5406,177
5742,758
5685,185
5001,603
5586,748
5768,165
5085,193
5743,164
5461,195
5294,726
5359,794
5647,605
5365,641
5086,23
5921,257
5684,439
5493,252
5930,575
5050,251
5309,658
5573,865
5717,268
5675,219
5764,443
5886,287
5528,904
5924,355
5826,766
5410,923
5738,564
5777,359
5008,103
5864,86
5818,112
5536,239
5026,721
5956,806
5201,74
5472,519
5834,175
5399,187
5211,669
5196,400
5900,968
5875,185
5151,787
5486,443
5417,503
5531,91
5928,359
5042,344
5212,783
5419,385
5607,181
5008,706
5501,712
5880,149
5819,616
5697,190
5620,658
5297,915
5397,14
5668,231
5413,410
5832,460
5579,491
5273,354
5187,880
5807,745
5427,740
5694,710
5047,225
5544,154
5240,962
5444,739
5698,487
5716,333
5168,149
5019,929
5745,820
5437,737
5374,399
5026,403
5235,772
5837,867
5804,894
5420,980
5636,439
5444,344
5683,51
5994,431
5473,595
5291,423
5751,757
5812,274
5627,871
5766,688
5325,937
5552,943
5171,296
5172,348
5009,403
5579,209
5174,248
5344,622
5049,414
5850,498
5426,367
5412,95
5161,598
5603,159
5935,479
5079,332
5456,455
5988,847
5900,388
5415,255
5847,703
5212,66
5743,132
5754,764
5077,530
5751,604
5566,657
5909,846
5713,591
5316,321
5309,861
5465,38
5492,470
5350,194
5255,786
5777,935
5816,779
5753,950
5922,499
5449,139
5480,847
5121,677
5087,61
5639,813
5236,895
5095,606
5732,795
5796,959
5884,979
5806,242
5900,18
5283,247
5743,488
5977,550
5227,418
5102,632
5517,286
5206,522
5837,291
5602,813
5868,595
5394,476
5369,248
5772,748
5126,348
5227,264
5751,852
5574,282
5812,966
5418,124
